question	queries	links
What is the lifespan of Achatina Fulica in different conditions?	"Achatina fulica humidity aestivation trigger threshold ""relative humidity"" percentage study"	['https://link.springer.com/article/10.1007/s12595-010-0006-4', 'https://www.researchgate.net/publication/299051557_Changes_in_proximate_constituents_and_the_fate_of_aestivating_Achatina_fulica_Bowdich', 'https://www.researchgate.net/publication/278322778_Seasonal_variability_of_rainfall_recorded_in_growth_bands_of_the_Giant_African_Land_Snail_Lissachatina_fulica_Bowdich_from_India', 'https://www.researchgate.net/figure/Number-of-Achatina-fulica-specimens-and-the-relative-humidity-recorded-in-the_fig3_361620720', 'https://www.researchgate.net/figure/Temperature-C-and-percent-relative-humidity-in-Rubbermaid-snap-top-containers-during_fig1_269096471']
What is the lifespan of Achatina Fulica in different conditions?	"""Effect of Temperature and Egg Laying Depths on Giant African Land Snail"" Florida Entomologist 2018 authors"	['https://bioone.org/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full', 'https://bioone-org.translate.goog/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full', 'https://www.thefreelibrary.com/Effect+of+temperature+and+egg+laying+depths+on+giant+African+land...-a0539390014', 'https://journals.flvc.org/flaent/article/view/105196', 'https://www.researchgate.net/publication/324116085_Effect_of_Temperature_and_Egg_Laying_Depths_on_Giant_African_Land_Snail_Gastropoda_Achatinidae_Viability', 'https://journals.flvc.org/flaent/article/view/105196/101840']
What is the lifespan of Achatina Fulica in different conditions?	Achatina fulica aestivation body mass loss percentage dormancy	['https://link.springer.com/article/10.1007/s12595-012-0041-4', 'https://www.academia.edu/12324497/Eco_physiological_adaptation_of_the_land_snail_Achatina_achatina_Gastropoda_Pulmonata_in_tropical_agro_ecosystem', 'https://www.researchgate.net/publication/299051557_Changes_in_proximate_constituents_and_the_fate_of_aestivating_Achatina_fulica_Bowdich', 'https://www.researchgate.net/publication/282716373_Profile_of_some_metabolic_enzymes_of_Achatina_fulica_Pulmonata_Gastropoda_during_aestivation', 'https://www.researchgate.net/publication/326471910_Physiology_of_the_Apple_Snail_Pomacea_maculata_Aestivation_and_Overland_Dispersal', 'https://agriculture.gov.tt/wp-content/uploads/2017/11/8_Giant-African-snail-factsheet-technical-Flyer.pdf', 'https://link.springer.com/article/10.1007/s12595-010-0006-4']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	ABS births Australia 2023 total fertility rate	['https://www.abs.gov.au/statistics/people/population/births-australia/latest-release', 'https://www.abs.gov.au/statistics/people/population/births-australia/sort', 'https://www.abs.gov.au/statistics/people/population/births-australia/2023', 'https://www.abs.gov.au/media-centre/media-releases/birth-rate-continues-decline', 'https://www.governmentnews.com.au/fertility-rates-at-record-low/', 'https://www.abs.gov.au/statistics/people/population/sort', 'https://aifs.gov.au/all-research/facts-and-figures/births-australia', 'https://womensagenda.com.au/latest/australias-total-fertility-rate-hits-a-record-low/', 'https://x.com/ABSStats/status/1847095271416553692', 'https://www.healthstats.nsw.gov.au/indicator?name=-infant-fert-abs']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	Australia TFR 2015 2016 2017 2018 2019 2020 2021 ABS time series	['https://www.macrotrends.net/global-metrics/countries/aus/australia/fertility-rate', 'https://e61.in/the-fertility-illusion-why-australias-record-low-fertility-rate-hides-a-surprising-truth/', 'https://www.abs.gov.au/media-centre/media-releases/australian-fertility-rate-hits-record-low', 'https://www.abs.gov.au/statistics/economy/government/taxation-revenue-australia/latest-release', 'https://www.abs.gov.au/media-centre/media-releases/birth-rate-continues-decline', 'https://population.gov.au/sites/population.gov.au/files/2023-03/quickguide-australias-future-fertility_0.pdf', 'https://en.wikipedia.org/wiki/List_of_countries_by_total_fertility_rate', 'https://fred.stlouisfed.org/series/SPDYNTFRTINAUS', 'https://www.abs.gov.au/media-centre/media-releases/fertility-rate-bounces-back-2021', 'https://www.abs.gov.au/']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	OECD Family Database Australia total fertility rate 2022 SF2.1	['https://www.oecd.org/en/data/datasets/oecd-family-database.html', 'https://webfs.oecd.org/els-com/Family_Database/SF_2_1_Fertility_rates.pdf', 'https://www.oecd.org/en/publications/society-at-a-glance-2024_918d8db3-en/full-report/fertility_748a5055.html', 'https://www.oecd.org/en/data/indicators/fertility-rates.html', 'https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/06/society-at-a-glance-2024-country-notes_d98f4d80/australia_0bbf4e59/46668f59-en.pdf', 'https://coface-eu.org/wp-content/uploads/2024/05/Willem-Adema_-OECED-Session-1.pdf', 'https://www.oecdkorea.org/resource/download/2023/SF_2_3_Age_mothers_childbirth_2023.pdf', 'https://splash-db.eu/dataresource/oecd-family-database/', 'https://webfs.oecd.org/Els-com/Family_Database/SF_2_3_Age_mothers_childbirth.pdf', 'https://www.oecd.org/en/publications/society-at-a-glance-2024-country-notes_fd5558c7-en/australia_46668f59-en.html']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	OECD.Stat fertility rate Australia 2022 1.63	['https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/06/society-at-a-glance-2024-country-notes_d98f4d80/australia_0bbf4e59/46668f59-en.pdf', 'https://www.macrotrends.net/global-metrics/countries/aus/australia/fertility-rate', 'https://www.macrotrends.net/datasets/global-metrics/countries/aus/australia/fertility-rate', 'https://www.theglobaleconomy.com/rankings/Fertility_rate/Australia/', 'https://www.statista.com/statistics/260477/fertility-rate-in-australia/', 'https://www.oecd.org/en/publications/society-at-a-glance-2024-country-notes_fd5558c7-en/australia_46668f59-en.html', 'https://population.gov.au/sites/population.gov.au/files/2024-10/Fertility-decline-Australia-2024.pdf', 'https://www.oecd.org/en/data/indicators/fertility-rates.html', 'https://www.oxfordeconomics.com.au/resource/fertility-rates-in-australia-testing-new-lows/', 'https://www.id.com.au/insights/articles/australias-birth-rate-falls-in-2022/']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	Australia median age of mothers 2015 ABS births statistics	['https://www.abs.gov.au/statistics/people/population/births-australia/latest-release', 'https://www.abs.gov.au/statistics/people/population/births-australia/sort', 'https://www.abs.gov.au/statistics/people/population/sort', 'https://www.abs.gov.au/ausstats/abs@.nsf/Products/EB94F978573DD478CA25793300167581', 'https://thecityjournal.net/news/fertility-rates-australia-drop-median-age-first-time-mothers-increases/', 'https://www.aihw.gov.au/reports/mothers-babies/australias-mothers-babies/contents/overview-and-demographics/maternal-age', 'https://www.abs.gov.au/media-centre/media-releases/median-age-parents-increases-2024', 'https://www.abs.gov.au/statistics/people/population/births-australia/2018', 'https://embryology.med.unsw.edu.au/embryology/index.php/Australian_Statistics']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	"UK total fertility rate 2023 2024 ONS ""1.44"" OR ""1.49"" OR ""1.55"""	['https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates/articles/howisthefertilityratechanginginenglandandwales/2024-10-28', 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/2023', 'https://fortune.com/europe/2024/10/30/uk-replacement-fertility-rate-productivity/', 'https://www.bloomberg.com/news/articles/2024-10-28/uk-fertility-rate-sinks-to-lowest-since-records-began-in-1938', 'https://www.local.gov.uk/topics/social-care-health-and-integration/falling-birth-rates-turning-point-public-services', 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/2022refreshedpopulations']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	"Australia completed cohort fertility rate 1975 cohort ABS ""2.03"" OR ""2.04"""	['https://www.quantifysi.com.au/p/australia-s-births-fertility', 'https://www.abs.gov.au/statistics/people/population/births-australia/latest-release', 'https://e61.in/australias-fertility-decline-its-not-just-about-timing/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9912242/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3357437/']
What is the dynamics of TFR (total fertility rate) in Australia between 2015 and 2024? Answer with precision +- 0.02 . 	"ABS ""births australia 2015"" ""median age"" mothers 2015 registered births"	['https://www.abs.gov.au/statistics/people/population/births-australia/sort', 'https://www.abs.gov.au/statistics/people/population/births-australia/latest-release', 'https://www.abs.gov.au/AUSSTATS/abs@.nsf/Lookup/3301.0Main+Features32015', 'https://abs.gov.au/Ausstats/abs@.nsf/Previousproducts/3301.0Glossary12015?issue=2015&num=&opendocument=&prodno=3301.0&tabname=Notes&view=', 'https://www.abs.gov.au/methodologies/births-australia-methodology/2024', 'https://www.abs.gov.au/statistics/people/population/sort', 'https://embryology.med.unsw.edu.au/embryology/index.php/Australian_Statistics', 'https://data.aurin.org.au/dataset/au-govt-abs-abs-births-sa2-2010-2020-sa2-2016', 'https://www.abs.gov.au/statistics/people/population/births-australia/2023', 'https://pmc.ncbi.nlm.nih.gov/articles/PMC12387030/']
Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	Russia 1918 calendar reform Julian Gregorian decree days skipped	['https://en.wikipedia.org/wiki/Soviet_calendar', 'https://party.alibaba.com/newyear/when-did-russia-change-new-year', 'https://www.russianhistorymuseum.org/2025/03/04/calendars-russian-history-museum/', 'https://www.rbth.com/lifestyle/327586-why-russia-has-two-calendars', 'https://soviethistory.msu.edu/1917/new-letters-and-dates/', 'https://en.wikipedia.org/wiki/Old_Style_and_New_Style_dates', 'https://www.calendarz.com/blog/when-11-days-vanished-calendar-reforms-moved-holidays', 'https://www.prlib.ru/en/history/619010', 'https://www.masterandmargarita.eu/mobile/en/09context/kalender.html', 'https://www.webexhibits.org/calendars/year-countries.html']
Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	Peter the Great 1700 calendar reform Russia new year	['https://www.cambridge.org/core/journals/slavic-review/article/abs/calendar-reform-under-peter-the-great-absolutist-prerogatives-plural-temporalities-and-christian-exceptionalism/F86C0ED9716AA7CF49C72E9798FD58CB', 'https://unireadinghistory.com/2017/12/20/20th-december-1699/', 'https://en.wikipedia.org/wiki/Peter_the_Great', 'https://courses.lumenlearning.com/atd-herkimer-westerncivilization/chapter/the-westernization-of-russia/', 'https://research-information.bris.ac.uk/en/publications/calendar-reform-under-peter-the-great-absolutist-prerogatives-plu/', 'https://www.britannica.com/biography/Peter-the-Great/The-central-government', 'https://www.gw2ru.com/history/1518-how-peter-great-stole-year-1699', 'https://historyguild.org/the-modernization-of-russia/', 'https://www.researchgate.net/publication/351946942_Calendar_Reform_under_Peter_the_Great_Absolutist_Prerogatives_Plural_Temporalities_and_Christian_Exceptionalism', 'https://lidenz.com/russian-new-years-change/']
Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	Ivan III 1492 calendar reform March September new year Russia	['https://en.russia.ru/news/staryi-novyi-god-pocemu-v-rossii-dvazdy-prazdnuiut-odin-i-tot-ze-prazdnik', 'https://www.rbth.com/history/334596-why-were-there-several-new-year-days-russia', 'https://en.wikipedia.org/wiki/Julian_calendar', 'https://sites.google.com/site/seesscm/eastern-slavic-and-russian-calendar-systems', 'https://en.wikipedia.org/wiki/Gregorian_calendar', 'https://www.russianhistorymuseum.org/2025/03/04/calendars-russian-history-museum/', 'https://novaonline.nvcc.edu/eli/evans/his241/notes/calendar.html', 'https://russianlife.com/the-russia-file/the-calendar-issue/', 'https://en.wikipedia.org/wiki/Soviet_calendar', 'https://www.cambridge.org/core/journals/slavic-review/article/abs/calendar-reform-under-peter-the-great-absolutist-prerogatives-plural-temporalities-and-christian-exceptionalism/F86C0ED9716AA7CF49C72E9798FD58CB']
