	research_question	link	description	id	past_query
1695	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://dokumen.pub/the-archaeology-of-medieval-novgorod-in-context-studies-of-centre-periphery-relations-9781842172780-2011050182.html	Book on Novgorod archaeology: discusses the evidence of a fire layer, which some associate with the baptism. This indicates that force may have been used.	1695	archaeology Novgorod 989 burnt layer baptism Yanin
1696	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://thedebrisfield.wordpress.com/2017/11/21/novgorod/	Blog on Novgorod: mentions the fire layer and the baptism story.	1696	archaeology Novgorod 989 burnt layer baptism Yanin
1697	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://www.rbth.com/history/332155-5-facts-about-russias-oldest-kremlin	RBTH article: mentions the baptism and the possible burning.	1697	archaeology Novgorod 989 burnt layer baptism Yanin
1698	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://archive.archaeology.org/0011/abstracts/russia.html	Archaeology magazine: discusses excavations that found a fire layer in Novgorod from the late 10th century, possibly related to the Christianization.	1698	archaeology Novgorod 989 burnt layer baptism Yanin
1699	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://eprints.bournemouth.ac.uk/23438/1/01%20Novgorod%20IV.pdf	Academic PDF: examines the fire layer and its interpretation.	1699	archaeology Novgorod 989 burnt layer baptism Yanin
1700	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://edspace.american.edu/silkroadjournal/v16_2018_rodionova_frenkel/	Silk Road journal article: discusses the archaeology of Novgorod, including the fire layer.	1700	archaeology Novgorod 989 burnt layer baptism Yanin
1701	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://encompass.eku.edu/cgi/viewcontent.cgi?article=1575&context=honors_theses	Honors thesis: includes analysis of the fire layer and the baptism.	1701	archaeology Novgorod 989 burnt layer baptism Yanin
1702	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://en.wikipedia.org/wiki/Veliky_Novgorod	Wikipedia on Novgorod: mentions the archaeological evidence of a burnt layer from the late 10th century, which some historians link to the baptism by force.	1702	Novgorod 989 fire layer archaeological excavations Yanin confirmation
1703	Насколько мирно, каким путем и почему прошло Крещение Руси?	http://eprints.bournemouth.ac.uk/30013/6/Bestial%20city%20final%20draft%20(Maltby)%20for%20BRIAN.pdf	Academic paper: discusses the fire layer.	1703	archaeology Novgorod 989 burnt layer baptism Yanin
1704	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://www.goodreads.com/book/show/1150152	Goodreads page for Franklin & Shepard's book 'The Emergence of Rus' - describes the book as examining the peaceful and violent aspects of Christianization.	1704	Simon Franklin Shepard Emergence of Rus baptism Vladimir peaceful
1705	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://www.perlego.com/book/1557382/the-emergence-of-rus-7501200-pdf	Perlego book page: the book discusses the baptism, stating that it was largely peaceful in the south but faced resistance in the north.	1705	Simon Franklin Shepard Emergence of Rus baptism Vladimir peaceful
1706	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://books.google.com/books/about/The_Emergence_of_Rus_750_1200.html?id=TsoFBAAAQBAJ	Google Books preview: the authors argue that the Christianization was a complex process, with voluntary conversion and forced acceptance coexisting. They note that the primary chronicle may exaggerate the violence.	1706	Simon Franklin Shepard Emergence of Rus baptism Vladimir peaceful
1707	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://www.scribd.com/document/762786754/The-Emergence-of-Rus-750-1-Z-Library-1	Scribd document: same book, discusses the peaceful baptism in Kiev and the violent resistance in Novgorod.	1707	Simon Franklin Shepard Emergence of Rus baptism Vladimir peaceful
1708	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://www.routledge.com/The-Emergence-of-Rus-750-1200/Franklin-Shepard/p/book/9780582490918	Routledge page: describes the book as a balanced view of the Christianization, acknowledging both peaceful and violent means.	1708	Simon Franklin Shepard Emergence of Rus baptism Vladimir peaceful
1709	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://www.academia.edu/36720577/Review_of_Simon_Franklin_and_Jonathan_Shepard_The_Emergence_of_Rus_750_1200_	Academic review: highlights that the book treats the baptism as a political act, with the degree of peacefulness varying by region.	1709	Examination of Faiths Test of Faiths Kievan Rus literary construction scholar Poppe Franklin Shepard
1710	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://shop.pushkinhouse.org/products/the-emergence-of-russia-750-1200-by-simon-franklin	Bookstore page: provides overview of the book, which covers the Christianization.	1710	Simon Franklin Shepard Emergence of Rus baptism Vladimir peaceful
1711	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://www.britannica.com/place/Chersonesus	Britannica on Chersonesos: describes the siege by Vladimir, which was a military campaign, but the subsequent baptism was peaceful.	1711	Korsun OR Chersonesos siege 988 Vladimir Encyclopaedia Britannica
1712	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://orthochristian.com/170058.html	Orthochristian article: discusses the siege and baptism, emphasizing the political and religious significance.	1712	Korsun OR Chersonesos siege 988 Vladimir Encyclopaedia Britannica
1713	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://day.kyiv.ua/en/article/culture/chersonesos-kherson-korsun	Article on Chersonesos: connects the siege to Vladimir's conversion.	1713	Korsun OR Chersonesos siege 988 Vladimir Encyclopaedia Britannica
